job_title,experience_years,education_level,skills_count,industry,company_size,location,salary
Machine Learning Engineer,6,Bachelor,7,Healthcare,Medium,Singapore,174129
AI Engineer,4,Bachelor,4,Consulting,Medium,India,72971
Backend Developer,2,Master,11,Government,Large,Canada,153284
Backend Developer,10,High School,9,Telecom,Large,USA,198957
Backend Developer,3,Bachelor,4,Finance,Large,Singapore,158787
Data Analyst,5,Bachelor,9,Technology,Medium,Germany,200717
Software Engineer,0,Diploma,12,Healthcare,Large,USA,104623
Data Analyst,9,High School,16,Technology,Medium,Canada,105086
Frontend Developer,2,Diploma,1,Technology,Large,USA,120410
Backend Developer,6,Bachelor,8,Consulting,Large,USA,258153
Data Scientist,1,PhD,1,Technology,Large,USA,210033
Data Scientist,4,Bachelor,20,Telecom,Medium,Germany,136333
Software Engineer,3,Bachelor,19,Finance,Medium,USA,87015
Backend Developer,2,Bachelor,4,Technology,Small,UK,110583
DevOps Engineer,5,Diploma,14,Consulting,Medium,India,31875
Software Engineer,1,Master,14,Media,Large,USA,193112
Software Engineer,8,Master,9,Telecom,Enterprise,USA,300951
Data Analyst,8,Diploma,9,Healthcare,Large,USA,131973
Software Engineer,2,Master,17,Manufacturing,Medium,Germany,142505
Data Scientist,12,Bachelor,15,Manufacturing,Medium,USA,271556
Data Analyst,4,Bachelor,10,Technology,Medium,UK,79789
Data Analyst,2,Bachelor,17,Healthcare,Medium,UK,116036
Software Engineer,0,PhD,9,Consulting,Enterprise,Canada,141174
Software Engineer,11,Bachelor,4,Government,Medium,UK,196379
Backend Developer,2,Master,14,Technology,Large,India,47715
Software Engineer,3,Bachelor,3,Telecom,Medium,Australia,131467
Machine Learning Engineer,3,Diploma,12,Technology,Large,USA,194232
Software Engineer,9,Master,1,Finance,Enterprise,India,65321
Software Engineer,7,Bachelor,1,Education,Enterprise,Germany,215285
Frontend Developer,5,Bachelor,13,Consulting,Large,USA,206866
AI Engineer,1,Diploma,14,Finance,Enterprise,Canada,179843
Frontend Developer,14,PhD,16,Retail,Enterprise,Germany,227626
Software Engineer,7,Master,7,Finance,Medium,UK,144964
Data Analyst,7,Diploma,10,Technology,Medium,India,36687
Data Scientist,1,PhD,15,Media,Medium,USA,132479
Data Analyst,1,Master,8,Technology,Medium,Remote,116201
Frontend Developer,5,Bachelor,11,Manufacturing,Large,Remote,128426
Frontend Developer,5,Master,14,Technology,Medium,USA,147416
Frontend Developer,2,PhD,13,Healthcare,Large,USA,140113
Data Analyst,1,Bachelor,13,Media,Startup,India,25000
DevOps Engineer,3,Bachelor,9,Finance,Small,India,43987
Cloud Engineer,3,Diploma,17,Finance,Medium,USA,145633
DevOps Engineer,1,Bachelor,18,Technology,Large,Singapore,148363
Data Scientist,7,PhD,19,Healthcare,Large,USA,303190
Software Engineer,7,Diploma,13,Technology,Medium,USA,167559
Data Scientist,6,Bachelor,12,Finance,Large,UK,210935
DevOps Engineer,1,Bachelor,20,Finance,Enterprise,UK,93227
Software Engineer,3,Diploma,20,Technology,Small,USA,131169
DevOps Engineer,8,High School,8,Technology,Large,UK,174202
Cybersecurity Analyst,5,Bachelor,11,Technology,Small,Remote,136145
DevOps Engineer,12,Diploma,7,Technology,Medium,Canada,121534
Software Engineer,11,Master,1,Technology,Medium,Netherlands,177690
AI Engineer,4,Bachelor,10,Healthcare,Enterprise,Canada,253376
Software Engineer,2,Bachelor,15,Finance,Medium,India,35322
Business Analyst,8,Bachelor,4,Technology,Medium,USA,147338
Business Analyst,8,Bachelor,1,Retail,Medium,India,42020
Software Engineer,9,Diploma,11,Technology,Medium,Australia,175986
Data Scientist,5,Master,5,Consulting,Startup,USA,213665
Data Analyst,2,High School,19,Technology,Large,Germany,81888
Frontend Developer,6,PhD,19,Manufacturing,Large,Singapore,155027
Software Engineer,7,Bachelor,4,Technology,Enterprise,USA,236340
Data Scientist,8,PhD,2,Retail,Startup,UK,176218
Data Analyst,3,Master,7,Technology,Medium,Singapore,123258
Software Engineer,6,Bachelor,13,Technology,Enterprise,India,68654
Machine Learning Engineer,1,PhD,20,Manufacturing,Medium,USA,257796
Software Engineer,8,Bachelor,12,Technology,Enterprise,Remote,158810
Product Manager,5,Master,2,Technology,Large,Canada,188451
AI Engineer,2,Bachelor,9,Technology,Enterprise,India,68861
Data Analyst,11,Bachelor,16,Technology,Large,UK,211417
Software Engineer,3,Diploma,8,Technology,Large,USA,147214
Software Engineer,5,Master,18,Finance,Enterprise,Remote,135328
AI Engineer,3,Master,4,Government,Startup,USA,179365
Software Engineer,5,Diploma,11,Healthcare,Large,Netherlands,127059
Software Engineer,7,High School,17,Media,Large,Remote,141125
Data Scientist,3,PhD,8,Consulting,Medium,Remote,204433
Cybersecurity Analyst,4,Bachelor,19,Technology,Medium,India,53519
Backend Developer,8,Bachelor,8,Media,Startup,USA,198542
Backend Developer,0,Bachelor,6,Technology,Medium,India,36106
Data Analyst,8,High School,2,Consulting,Large,India,34175
Software Engineer,10,Bachelor,15,Manufacturing,Small,Sweden,132371
Cloud Engineer,1,Bachelor,1,Media,Small,UK,118321
Product Manager,0,Bachelor,6,Consulting,Medium,India,40403
Software Engineer,1,Bachelor,19,Manufacturing,Large,USA,165756
DevOps Engineer,2,Diploma,4,Government,Enterprise,Canada,117103
Business Analyst,1,Bachelor,13,Education,Medium,India,25000
Data Analyst,7,Diploma,15,Finance,Large,USA,156050
Software Engineer,4,Bachelor,9,Technology,Large,USA,159747
Cybersecurity Analyst,6,Bachelor,3,Technology,Startup,USA,184742
Frontend Developer,9,Bachelor,2,Technology,Medium,Remote,197671
Backend Developer,8,Master,16,Technology,Large,Remote,258196
Software Engineer,13,High School,18,Finance,Startup,Australia,142597
Software Engineer,10,Bachelor,18,Consulting,Large,India,69026
Frontend Developer,4,Bachelor,6,Manufacturing,Medium,India,36202
Software Engineer,6,Master,18,Education,Enterprise,Canada,158395
Backend Developer,14,Master,11,Technology,Large,USA,256074
Frontend Developer,3,Diploma,7,Retail,Medium,Sweden,104085
DevOps Engineer,7,Bachelor,14,Healthcare,Large,USA,212922
Machine Learning Engineer,16,Bachelor,18,Technology,Large,India,66139
Backend Developer,7,Diploma,7,Finance,Large,USA,142183
Frontend Developer,2,Bachelor,10,Government,Large,India,28141
Software Engineer,0,Bachelor,8,Finance,Large,USA,126634
Backend Developer,2,Bachelor,14,Telecom,Large,India,46953
Frontend Developer,4,Bachelor,18,Manufacturing,Medium,USA,137928
Backend Developer,15,Bachelor,5,Technology,Large,Germany,182975
Software Engineer,9,Bachelor,14,Technology,Enterprise,India,60986
Data Analyst,3,PhD,10,Technology,Large,USA,164898
DevOps Engineer,2,Bachelor,15,Technology,Enterprise,Germany,120342
Business Analyst,2,High School,6,Consulting,Startup,India,25000
Software Engineer,18,Diploma,9,Technology,Large,UK,157176
Cloud Engineer,1,Bachelor,10,Technology,Startup,India,31870
Software Engineer,8,Bachelor,17,Technology,Large,USA,225826
Data Scientist,8,Bachelor,1,Manufacturing,Medium,Australia,180310
Data Scientist,4,Bachelor,14,Manufacturing,Large,USA,219618
Backend Developer,1,PhD,4,Technology,Enterprise,USA,216240
Data Analyst,6,Bachelor,2,Technology,Enterprise,Sweden,134569
Data Analyst,15,Bachelor,3,Healthcare,Large,USA,188068
Data Scientist,1,Bachelor,7,Manufacturing,Large,India,50665
Data Analyst,5,Master,14,Technology,Large,India,43699
Data Analyst,8,Bachelor,12,Consulting,Large,USA,146462
Machine Learning Engineer,14,Bachelor,19,Finance,Medium,Germany,219307
Software Engineer,0,PhD,18,Technology,Large,USA,156042
Backend Developer,7,Bachelor,15,Technology,Enterprise,USA,188808
Data Analyst,14,Bachelor,1,Technology,Large,USA,214176
Backend Developer,8,Bachelor,3,Healthcare,Small,India,44317
Machine Learning Engineer,2,Bachelor,15,Healthcare,Large,India,59760
Data Scientist,5,Master,4,Technology,Small,Remote,192899
DevOps Engineer,9,High School,15,Manufacturing,Startup,USA,136864
Product Manager,10,Master,10,Retail,Medium,Canada,301343
Software Engineer,8,Diploma,6,Technology,Enterprise,Germany,171028
AI Engineer,5,Master,13,Finance,Medium,India,68325
Data Analyst,4,Master,7,Technology,Startup,India,30698
Software Engineer,10,Bachelor,1,Retail,Large,India,57301
Frontend Developer,7,Bachelor,11,Technology,Startup,UK,125806
Data Analyst,5,Diploma,14,Technology,Large,Netherlands,110346
Frontend Developer,2,Master,6,Finance,Small,USA,97289
DevOps Engineer,2,Bachelor,5,Technology,Medium,USA,128028
Data Analyst,4,Bachelor,19,Technology,Large,India,39176
Frontend Developer,7,Master,19,Technology,Startup,Canada,144904
Frontend Developer,7,PhD,13,Technology,Medium,Netherlands,143115
Frontend Developer,7,Bachelor,7,Consulting,Enterprise,India,52915
Software Engineer,5,PhD,8,Retail,Large,USA,171737
Software Engineer,10,Bachelor,14,Healthcare,Enterprise,USA,350000
Data Analyst,11,Bachelor,19,Healthcare,Medium,India,56633
DevOps Engineer,1,Master,19,Telecom,Large,Germany,168799
Data Analyst,3,Bachelor,12,Finance,Enterprise,USA,150392
Software Engineer,18,Diploma,9,Finance,Startup,Singapore,164930
Software Engineer,4,Bachelor,14,Consulting,Large,India,38766
Data Scientist,4,Bachelor,6,Healthcare,Large,India,56340
Frontend Developer,2,Bachelor,15,Finance,Medium,Remote,111495
Data Analyst,10,Master,13,Finance,Startup,USA,157054
Backend Developer,21,Master,7,Consulting,Large,India,80490
Software Engineer,2,Bachelor,11,Manufacturing,Large,USA,176467
Frontend Developer,10,Master,10,Healthcare,Small,Sweden,126542
Cloud Engineer,2,Master,1,Healthcare,Large,USA,225262
Software Engineer,9,Bachelor,7,Technology,Medium,India,57074
Business Analyst,2,Bachelor,18,Finance,Large,USA,127938
Cloud Engineer,0,Master,3,Consulting,Medium,Canada,188350
Software Engineer,18,Master,9,Healthcare,Enterprise,Germany,342868
Software Engineer,3,Diploma,5,Technology,Medium,Canada,89507
Cybersecurity Analyst,1,Bachelor,13,Technology,Large,Sweden,133151
Product Manager,5,Bachelor,16,Telecom,Large,Australia,197859
Frontend Developer,7,Bachelor,16,Technology,Medium,USA,126463
AI Engineer,11,Master,12,Manufacturing,Large,USA,284317
Frontend Developer,4,Bachelor,18,Retail,Startup,USA,151684
Frontend Developer,4,Bachelor,11,Technology,Medium,India,40360
AI Engineer,3,Bachelor,17,Manufacturing,Medium,USA,166383
Backend Developer,5,Bachelor,7,Retail,Medium,India,50430
Frontend Developer,8,Master,15,Finance,Large,USA,246611
DevOps Engineer,6,Bachelor,6,Finance,Large,USA,255673
Backend Developer,3,Bachelor,6,Technology,Medium,India,45583
Backend Developer,5,Master,18,Manufacturing,Large,India,52952
Software Engineer,1,Bachelor,19,Technology,Large,Remote,186308
Software Engineer,4,Bachelor,20,Technology,Large,India,38789
Software Engineer,3,Master,19,Technology,Enterprise,India,70726
Software Engineer,11,PhD,2,Technology,Large,USA,276019
Backend Developer,5,Bachelor,3,Finance,Large,USA,191434
Software Engineer,4,High School,14,Technology,Startup,USA,102599
DevOps Engineer,4,Bachelor,4,Consulting,Large,Germany,163083
Frontend Developer,4,Master,17,Technology,Medium,USA,226635
Business Analyst,2,Bachelor,6,Media,Large,USA,110577
Software Engineer,8,Bachelor,19,Technology,Large,Australia,194339
DevOps Engineer,0,Bachelor,9,Technology,Small,USA,120537
Backend Developer,3,Bachelor,4,Healthcare,Large,USA,202541
Software Engineer,2,Master,7,Technology,Medium,USA,151920
Data Analyst,3,Bachelor,4,Education,Large,UK,113244
Cloud Engineer,8,Master,11,Manufacturing,Medium,USA,235117
DevOps Engineer,4,Master,2,Technology,Enterprise,India,53320
Frontend Developer,5,Bachelor,10,Finance,Medium,Singapore,190299
Data Analyst,7,PhD,6,Manufacturing,Medium,India,47085
Software Engineer,7,Master,8,Education,Large,USA,234697
Software Engineer,7,Bachelor,15,Finance,Enterprise,India,50996
Data Analyst,5,Bachelor,13,Technology,Small,USA,111753
Data Analyst,10,Bachelor,2,Technology,Large,UK,111776
Software Engineer,2,Diploma,20,Retail,Small,Canada,121070
DevOps Engineer,4,PhD,1,Education,Enterprise,UK,236702
Data Analyst,3,Master,15,Government,Large,USA,150312
Frontend Developer,3,Bachelor,7,Technology,Large,India,48784
Data Analyst,2,Bachelor,18,Technology,Large,Canada,99269
Frontend Developer,9,Diploma,10,Technology,Medium,USA,125746
Backend Developer,7,Bachelor,15,Consulting,Large,UK,160259
DevOps Engineer,4,Bachelor,5,Consulting,Medium,India,46738
Data Scientist,6,High School,11,Telecom,Medium,USA,156719
Data Analyst,9,Master,8,Telecom,Medium,USA,119718
Cybersecurity Analyst,13,Bachelor,8,Technology,Small,Singapore,154636
Software Engineer,1,Bachelor,6,Technology,Medium,Canada,65978
Business Analyst,4,Master,15,Technology,Large,India,32353
Software Engineer,11,Bachelor,15,Technology,Large,USA,244685
DevOps Engineer,19,Bachelor,5,Healthcare,Enterprise,USA,350000
Software Engineer,6,Diploma,13,Healthcare,Large,USA,148670
Product Manager,9,Bachelor,14,Technology,Enterprise,USA,318852
Data Scientist,0,High School,11,Government,Medium,USA,115943
Software Engineer,6,Bachelor,20,Technology,Enterprise,Germany,219511
Software Engineer,4,Master,12,Technology,Enterprise,UK,234243
Software Engineer,8,Master,20,Technology,Enterprise,India,64735
Backend Developer,14,PhD,1,Finance,Enterprise,USA,284778
Software Engineer,5,Bachelor,3,Finance,Large,Singapore,113875
Software Engineer,4,High School,8,Finance,Large,Canada,125691
Backend Developer,3,Bachelor,12,Technology,Large,USA,218370
Data Analyst,0,Bachelor,15,Technology,Large,USA,138353
Data Analyst,3,High School,3,Technology,Large,India,26888
Software Engineer,1,Bachelor,8,Consulting,Medium,USA,145057
Data Analyst,1,Diploma,19,Media,Large,USA,95094
Software Engineer,6,Master,20,Technology,Large,India,54348
AI Engineer,1,High School,6,Technology,Enterprise,UK,148242
Frontend Developer,5,Master,18,Healthcare,Large,India,54995
Frontend Developer,17,Bachelor,11,Manufacturing,Enterprise,Sweden,241280
Cloud Engineer,3,Bachelor,12,Telecom,Medium,USA,190479
Software Engineer,1,Bachelor,2,Technology,Large,India,43094
Data Scientist,15,Bachelor,5,Technology,Medium,India,67586
Backend Developer,2,Bachelor,4,Finance,Medium,Germany,97026
Cybersecurity Analyst,3,Bachelor,9,Media,Small,USA,124485
AI Engineer,10,High School,13,Healthcare,Medium,USA,201559
Machine Learning Engineer,1,PhD,13,Technology,Enterprise,USA,176458
Cybersecurity Analyst,3,Bachelor,15,Technology,Startup,USA,152811
Software Engineer,1,Diploma,2,Retail,Medium,USA,146059
Business Analyst,10,Master,13,Technology,Medium,Remote,152695
Data Scientist,1,Master,7,Healthcare,Medium,UK,140205
Data Scientist,7,PhD,17,Telecom,Startup,India,47459
Data Analyst,4,Bachelor,8,Manufacturing,Medium,Netherlands,98708
Backend Developer,3,PhD,18,Manufacturing,Enterprise,Netherlands,168503
Software Engineer,4,Bachelor,15,Technology,Large,Australia,145503
Software Engineer,3,Master,15,Technology,Small,USA,137702
Frontend Developer,2,Bachelor,5,Government,Medium,India,34576
AI Engineer,0,Bachelor,2,Healthcare,Small,USA,141988
Data Analyst,1,Bachelor,16,Technology,Large,Canada,115564
Data Scientist,5,Bachelor,5,Technology,Large,USA,350000
Software Engineer,3,Diploma,6,Finance,Medium,Remote,93752
Cloud Engineer,7,Bachelor,12,Healthcare,Large,UK,147678
Business Analyst,5,Master,5,Healthcare,Large,USA,184564
Data Analyst,0,Bachelor,20,Manufacturing,Medium,Canada,88549
Software Engineer,6,High School,8,Technology,Startup,Canada,94338
Software Engineer,1,Bachelor,11,Finance,Medium,USA,160884
Software Engineer,5,Bachelor,14,Technology,Medium,UK,139097
Business Analyst,1,Bachelor,17,Government,Large,Netherlands,114467
Data Analyst,9,Master,10,Education,Large,USA,207056
Frontend Developer,8,Master,2,Retail,Large,USA,280611
Data Analyst,4,Diploma,3,Technology,Large,USA,99207
AI Engineer,8,Diploma,13,Technology,Medium,Canada,209669
Software Engineer,2,Bachelor,17,Technology,Medium,USA,165622
Data Analyst,2,Diploma,3,Government,Medium,UK,95086
Backend Developer,9,PhD,10,Media,Small,Australia,201310
Cloud Engineer,0,Bachelor,8,Healthcare,Small,USA,119576
Product Manager,4,Diploma,4,Technology,Medium,Canada,122115
Cybersecurity Analyst,6,Master,13,Media,Enterprise,India,58515
Data Scientist,3,Bachelor,7,Technology,Medium,India,33579
Software Engineer,11,Bachelor,7,Technology,Small,USA,148683
Business Analyst,13,Bachelor,16,Finance,Medium,India,46850
Software Engineer,6,Bachelor,5,Healthcare,Startup,UK,122059
Machine Learning Engineer,1,High School,17,Technology,Large,India,37171
Software Engineer,8,Bachelor,10,Finance,Small,USA,132326
Software Engineer,17,Bachelor,4,Technology,Large,Canada,164975
Machine Learning Engineer,5,Bachelor,14,Government,Large,Australia,202790
Business Analyst,4,Diploma,5,Technology,Large,UK,104463
Software Engineer,2,Master,2,Healthcare,Small,Sweden,87379
Software Engineer,6,Bachelor,14,Finance,Large,Remote,176818
Software Engineer,4,High School,18,Healthcare,Medium,India,35707
Software Engineer,0,Master,11,Finance,Medium,Singapore,134942
Machine Learning Engineer,8,Bachelor,16,Technology,Large,India,55916
Software Engineer,1,Bachelor,18,Technology,Enterprise,India,42995
Software Engineer,19,Master,16,Finance,Medium,India,101930
Frontend Developer,5,Bachelor,4,Technology,Large,Netherlands,139521
DevOps Engineer,4,Bachelor,1,Consulting,Enterprise,USA,228542
DevOps Engineer,5,High School,14,Technology,Large,India,45258
Data Analyst,5,Bachelor,12,Technology,Enterprise,India,46691
Business Analyst,3,Bachelor,10,Consulting,Large,USA,154008
Backend Developer,0,Master,19,Technology,Small,USA,115695
Business Analyst,11,Bachelor,4,Technology,Medium,Canada,133804
Software Engineer,5,Master,20,Finance,Medium,UK,191329
Data Analyst,10,Bachelor,3,Manufacturing,Medium,Canada,151694
Frontend Developer,1,Master,4,Finance,Startup,UK,99547
Product Manager,2,Master,15,Finance,Small,Singapore,160694
Data Analyst,3,Bachelor,11,Government,Startup,UK,114864
Backend Developer,1,High School,16,Finance,Large,Canada,130981
Backend Developer,8,PhD,4,Finance,Large,Sweden,164866
Software Engineer,4,Master,6,Healthcare,Large,UK,154713
Software Engineer,6,Bachelor,8,Technology,Enterprise,India,45228
Software Engineer,2,Bachelor,13,Technology,Startup,Canada,120234
Software Engineer,10,Bachelor,20,Technology,Enterprise,Germany,181909
Backend Developer,8,Bachelor,4,Retail,Enterprise,Australia,189578
DevOps Engineer,7,Diploma,5,Telecom,Large,USA,230912
Machine Learning Engineer,5,Bachelor,10,Consulting,Medium,India,55838
Data Analyst,11,Master,5,Technology,Medium,Remote,115149
Software Engineer,8,Master,12,Finance,Large,Canada,287970
Software Engineer,4,Bachelor,1,Technology,Small,Canada,100757
Software Engineer,3,Master,10,Technology,Medium,Germany,115866
Backend Developer,4,Diploma,5,Government,Medium,Germany,92401
Frontend Developer,6,Bachelor,19,Technology,Enterprise,India,46200
Backend Developer,1,Bachelor,19,Government,Small,Canada,87239
Software Engineer,2,High School,20,Manufacturing,Large,Sweden,85916
Machine Learning Engineer,11,PhD,12,Retail,Small,India,39250
Machine Learning Engineer,9,PhD,16,Government,Large,USA,310524
Product Manager,4,Diploma,5,Technology,Enterprise,Germany,183049
Software Engineer,25,Master,17,Healthcare,Large,India,136387
Data Analyst,8,Bachelor,14,Technology,Large,UK,134932
Frontend Developer,5,Diploma,12,Technology,Large,UK,66158
Software Engineer,9,PhD,13,Technology,Medium,USA,198505
Cloud Engineer,3,Master,14,Healthcare,Medium,India,46951
Product Manager,2,Bachelor,5,Telecom,Medium,UK,163091
Frontend Developer,4,Bachelor,5,Telecom,Enterprise,India,25000
Data Scientist,5,Master,18,Education,Large,UK,224148
Data Analyst,2,Bachelor,14,Healthcare,Large,India,40301
Product Manager,12,Master,18,Government,Large,USA,349630
Data Analyst,3,Master,20,Technology,Large,USA,104872
DevOps Engineer,0,Diploma,1,Healthcare,Large,Germany,127693
Backend Developer,5,High School,7,Technology,Large,Germany,124310
Software Engineer,4,Master,17,Telecom,Large,UK,126076
Product Manager,9,Master,3,Technology,Large,India,91566
Frontend Developer,3,Bachelor,10,Technology,Enterprise,India,36832
Data Scientist,8,Bachelor,7,Technology,Medium,USA,258885
Data Analyst,6,Master,12,Telecom,Large,Singapore,164006
Software Engineer,10,Bachelor,15,Consulting,Enterprise,India,59500
Cloud Engineer,5,Master,16,Technology,Large,Germany,213747
Software Engineer,2,Diploma,8,Government,Large,USA,117890
Data Analyst,6,Bachelor,6,Consulting,Enterprise,Netherlands,98986
Business Analyst,1,Diploma,4,Government,Medium,USA,113586
Software Engineer,0,Master,11,Technology,Medium,USA,153055
Software Engineer,2,Master,17,Telecom,Small,USA,150293
AI Engineer,10,Bachelor,2,Retail,Medium,Canada,258455
Software Engineer,16,High School,6,Finance,Small,USA,149031
Software Engineer,1,PhD,4,Finance,Startup,USA,163674
Backend Developer,9,Bachelor,3,Finance,Medium,USA,223563
Business Analyst,14,PhD,7,Finance,Medium,India,37689
Data Analyst,1,Bachelor,7,Consulting,Large,USA,152283
Backend Developer,12,Bachelor,16,Healthcare,Enterprise,USA,294090
Frontend Developer,1,Bachelor,2,Consulting,Enterprise,Remote,239398
Product Manager,4,PhD,8,Media,Large,USA,276290
Frontend Developer,6,Bachelor,15,Education,Medium,USA,153376
DevOps Engineer,2,Master,16,Government,Small,USA,191035
Backend Developer,12,Diploma,1,Technology,Enterprise,Netherlands,143666
Frontend Developer,4,Bachelor,10,Media,Large,Sweden,206778
Backend Developer,8,Master,7,Media,Large,UK,192800
Data Scientist,2,Diploma,16,Telecom,Medium,Germany,131694
Software Engineer,16,Diploma,10,Technology,Large,USA,327341
Software Engineer,7,Bachelor,12,Technology,Medium,USA,179036
Software Engineer,7,Diploma,17,Technology,Large,Sweden,129057
Data Analyst,6,Diploma,13,Technology,Large,UK,94068
Backend Developer,7,Master,12,Finance,Medium,USA,162952
Frontend Developer,8,Master,15,Technology,Startup,India,51971
Software Engineer,3,High School,14,Technology,Medium,Germany,89746
Frontend Developer,1,PhD,19,Technology,Enterprise,Germany,138278
Data Scientist,1,Diploma,19,Finance,Enterprise,UK,131181
Data Scientist,5,Master,14,Technology,Large,USA,271983
Product Manager,14,Bachelor,18,Technology,Enterprise,UK,305317
AI Engineer,4,Bachelor,5,Media,Large,USA,227627
DevOps Engineer,11,Bachelor,20,Consulting,Medium,Remote,263539
Software Engineer,4,Bachelor,6,Technology,Medium,Singapore,141653
Data Analyst,13,Bachelor,18,Technology,Enterprise,Germany,167982
Software Engineer,6,Bachelor,14,Finance,Medium,USA,191237
Frontend Developer,6,Bachelor,4,Technology,Large,USA,218212
DevOps Engineer,10,PhD,1,Retail,Large,India,92699
Cloud Engineer,6,High School,13,Finance,Medium,UK,100855
Backend Developer,8,Bachelor,11,Technology,Startup,USA,165028
Data Scientist,5,PhD,3,Consulting,Startup,UK,163678
Frontend Developer,6,Master,17,Technology,Large,USA,192306
Data Analyst,1,Diploma,18,Technology,Enterprise,India,29833
Data Scientist,12,Bachelor,10,Media,Enterprise,India,171140
Data Analyst,12,Master,16,Technology,Medium,Australia,350000
Data Analyst,3,Bachelor,13,Technology,Medium,USA,113836
Software Engineer,4,Bachelor,20,Media,Large,India,38477
Software Engineer,16,Bachelor,12,Finance,Large,UK,278714
DevOps Engineer,3,High School,4,Technology,Enterprise,USA,168403
Software Engineer,8,Bachelor,8,Finance,Enterprise,Remote,220859
Business Analyst,5,Bachelor,12,Healthcare,Startup,India,25000
Machine Learning Engineer,1,Diploma,19,Media,Large,USA,166917
Software Engineer,7,Bachelor,15,Finance,Startup,USA,141913
Frontend Developer,11,Bachelor,16,Technology,Large,Singapore,189642
Frontend Developer,4,Bachelor,12,Technology,Small,USA,118280
Software Engineer,1,Master,20,Technology,Medium,USA,142168
Data Analyst,9,Master,18,Finance,Enterprise,Remote,152138
Software Engineer,1,PhD,12,Technology,Small,Netherlands,121416
DevOps Engineer,1,Bachelor,16,Consulting,Large,Germany,136679
Backend Developer,17,Bachelor,20,Manufacturing,Small,Sweden,187921
Software Engineer,10,Master,11,Technology,Small,India,44316
Business Analyst,5,Master,20,Technology,Large,Australia,97149
Backend Developer,7,High School,14,Government,Enterprise,India,37148
Software Engineer,2,Bachelor,2,Technology,Enterprise,Canada,153084
Data Scientist,5,Bachelor,13,Technology,Medium,Germany,162226
Cybersecurity Analyst,1,PhD,14,Technology,Small,Germany,106716
Machine Learning Engineer,1,Diploma,6,Finance,Enterprise,USA,165438
Cloud Engineer,9,Master,12,Technology,Large,Canada,167776
DevOps Engineer,3,Bachelor,7,Consulting,Enterprise,Singapore,165895
Software Engineer,3,Master,4,Technology,Medium,Sweden,117617
Software Engineer,6,Diploma,7,Consulting,Large,USA,202816
Data Scientist,2,Master,13,Manufacturing,Medium,Australia,156675
Software Engineer,4,Master,11,Technology,Large,Germany,187586
Business Analyst,15,Bachelor,8,Finance,Startup,UK,135139
Software Engineer,1,High School,19,Technology,Medium,India,26835
Backend Developer,13,Diploma,2,Finance,Medium,USA,151258
Software Engineer,25,Master,18,Finance,Large,Singapore,247301
Software Engineer,1,Master,10,Finance,Large,UK,147346
Data Scientist,1,Bachelor,6,Government,Enterprise,USA,223621
DevOps Engineer,7,Bachelor,4,Consulting,Large,USA,162428
Product Manager,5,Diploma,19,Retail,Enterprise,India,54365
Data Scientist,2,Master,14,Finance,Small,USA,200084
Software Engineer,12,Master,14,Finance,Large,USA,284872
Data Analyst,3,Bachelor,18,Technology,Small,Germany,102436
Data Scientist,6,Master,17,Technology,Enterprise,USA,243794
Frontend Developer,8,Bachelor,18,Technology,Medium,USA,184062
Frontend Developer,7,Bachelor,18,Retail,Medium,USA,208367
Data Analyst,5,PhD,5,Technology,Medium,USA,153967
Data Scientist,8,Bachelor,9,Technology,Large,Singapore,202311
Data Scientist,1,Bachelor,1,Technology,Large,India,38070
Data Scientist,10,Bachelor,4,Healthcare,Medium,USA,320396
Data Analyst,3,Diploma,7,Technology,Startup,India,31062
Software Engineer,8,Diploma,11,Finance,Large,Canada,124587
Business Analyst,4,High School,14,Technology,Medium,Germany,79999
Software Engineer,3,Bachelor,10,Finance,Medium,Germany,116270
Backend Developer,4,Diploma,19,Manufacturing,Large,India,35694
Machine Learning Engineer,6,Bachelor,8,Healthcare,Enterprise,India,67603
DevOps Engineer,7,Bachelor,3,Technology,Small,USA,159586
Data Analyst,6,Bachelor,8,Telecom,Large,Germany,118171
Frontend Developer,2,Bachelor,18,Healthcare,Startup,Australia,75371
Cloud Engineer,2,Master,5,Healthcare,Large,Canada,188447
Data Analyst,2,Bachelor,20,Technology,Large,India,44328
Software Engineer,4,High School,11,Government,Medium,Canada,90458
Backend Developer,8,Bachelor,9,Finance,Medium,USA,169946
DevOps Engineer,8,PhD,19,Retail,Medium,UK,183948
DevOps Engineer,3,Diploma,12,Technology,Large,Germany,145890
Cloud Engineer,5,Bachelor,5,Technology,Medium,India,50441
Backend Developer,1,Bachelor,16,Technology,Large,UK,147263
Data Analyst,3,Master,13,Technology,Large,Canada,121149
Data Analyst,3,Bachelor,6,Healthcare,Startup,USA,114077
DevOps Engineer,2,Bachelor,16,Government,Startup,UK,61594
Software Engineer,5,Bachelor,18,Technology,Large,USA,220312
AI Engineer,15,Bachelor,17,Finance,Enterprise,UK,315941
Cloud Engineer,5,Bachelor,12,Technology,Small,UK,122975
Software Engineer,11,Bachelor,1,Media,Large,Australia,249736
Software Engineer,9,Bachelor,7,Consulting,Large,USA,177345
Data Analyst,3,Diploma,14,Healthcare,Medium,Canada,100156
Software Engineer,8,High School,18,Media,Large,USA,179180
Machine Learning Engineer,16,Bachelor,1,Technology,Large,USA,350000
AI Engineer,1,Diploma,20,Technology,Medium,Netherlands,102491
